2024-10-15 10:45:48,918 INFO    StreamThr :52688 [internal.py:wandb_internal():86] W&B internal server running at pid: 52688, started at: 2024-10-15 10:45:48.918236
2024-10-15 10:46:03,591 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:04,356 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best\keras_metadata.pb
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best\variables\variables.data-00000-of-00001
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best\saved_model.pb
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best\variables\variables.index
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best\variables
2024-10-15 10:46:04,598 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\model-best\assets
2024-10-15 10:46:04,772 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: log_artifact
2024-10-15 10:46:04,772 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: log_artifact
2024-10-15 10:46:05,603 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:05,918 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: internal_messages
2024-10-15 10:46:05,937 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: stop_status
2024-10-15 10:46:06,275 INFO    wandb-upload_3:52688 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmpjhcodmda
2024-10-15 10:46:06,372 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:06,372 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:06,420 INFO    wandb-upload_0:52688 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmpwovfjima
2024-10-15 10:46:06,855 INFO    wandb-upload_1:52688 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmpqoye9nss
2024-10-15 10:46:07,787 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:07,787 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:07,946 INFO    wandb-upload_2:52688 [upload_job.py:push():89] Uploaded file C:\Users\Estudiantes\AppData\Local\wandb\wandb\artifacts\staging\tmp34s8hh9v
2024-10-15 10:46:08,597 INFO    SenderThread:52688 [sender.py:send_request_log_artifact():1446] logged artifact model-swift-sweep-9 - {'id': 'QXJ0aWZhY3Q6MTI4MTgyNTYzMA==', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ3NzcyMDU3Nw==', 'latestArtifact': None}}
2024-10-15 10:46:08,597 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: stop_status
2024-10-15 10:46:08,770 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:08,770 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:08,770 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:08,770 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:08,770 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:08,770 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:09,221 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:09,221 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:09,221 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:09,221 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:09,221 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:09,404 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:46:09,622 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:09,622 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:10,672 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:10,672 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:10,672 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:10,672 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:10,672 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:11,638 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:11,638 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:12,134 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:12,134 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:12,135 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:12,135 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:12,135 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:12,653 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:13,572 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:13,572 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:13,572 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:13,572 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:13,586 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:13,654 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:13,654 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:14,433 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:46:15,053 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:15,053 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:15,053 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:15,053 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:15,053 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:15,671 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:15,671 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:16,476 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:16,476 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:16,476 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:16,476 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:16,476 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:16,672 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:17,673 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:17,890 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:17,891 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:17,891 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:17,891 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:17,892 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:18,687 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:19,304 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:19,304 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:19,304 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:19,304 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:19,304 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:19,486 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:46:19,687 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\config.yaml
2024-10-15 10:46:19,687 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:19,687 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:20,747 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:20,747 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:20,747 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:20,747 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:20,747 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:20,920 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: internal_messages
2024-10-15 10:46:20,955 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: stop_status
2024-10-15 10:46:20,955 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: stop_status
2024-10-15 10:46:21,702 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:21,703 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:22,189 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:22,189 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:22,189 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:22,189 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:22,189 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:22,704 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:23,597 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:23,597 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:23,597 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:23,597 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:23,597 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2024-10-15 10:46:23,705 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\wandb-summary.json
2024-10-15 10:46:23,706 INFO    Thread-16 :52688 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Estudiantes\Documents\copy\Mamitas-Unal\wandb\run-20241015_104548-ijnx13tx\files\output.log
2024-10-15 10:46:24,757 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: status_report
2024-10-15 10:46:24,997 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:24,997 DEBUG   HandlerThread:52688 [handler.py:handle_request():146] handle_request: partial_history
2024-10-15 10:46:24,998 DEBUG   SenderThread:52688 [sender.py:send():380] send: history
2024-10-15 10:46:24,998 DEBUG   SenderThread:52688 [sender.py:send_request():407] send_request: summary_record
2024-10-15 10:46:24,999 INFO    SenderThread:52688 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
